Id,Nom de l'appellation,Hiérarchie,Vignoble
1,Agenais,IGP,Agen
2,Ajaccio,Communale,Corse
3,Aloxe-Corton,Communale,Côte de Beaune
4,Aloxe-Corton Premier Cru,Groupe de Premiers Crus,Côte de Beaune
5,Aloxe-Corton Premier Cru Clos des Maréchaudes,Premier Cru,Côte de Beaune
6,Aloxe-Corton Premier Cru Clos du Chapitre,Premier Cru,Côte de Beaune
7,Aloxe-Corton Premier Cru La Coutière,Premier Cru,Côte de Beaune
8,Aloxe-Corton Premier Cru La Maréchaude,Premier Cru,Côte de Beaune
9,Aloxe-Corton Premier Cru La Toppe au Vert,Premier Cru,Côte de Beaune
10,Aloxe-Corton Premier Cru Les Chaillots blanc,Premier Cru,Côte de Beaune
11,Aloxe-Corton Premier Cru Les Fournières,Premier Cru,Côte de Beaune
12,Aloxe-Corton Premier Cru Les Guérets,Premier Cru,Côte de Beaune
13,Aloxe-Corton Premier Cru Les Maréchaudes,Premier Cru,Côte de Beaune
14,Aloxe-Corton Premier Cru Les Moutottes,Premier Cru,Côte de Beaune
15,Aloxe-Corton Premier Cru Les Paulands,Premier Cru,Côte de Beaune
16,Aloxe-Corton Premier Cru Les Petites Folières,Premier Cru,Côte de Beaune
17,Aloxe-Corton Premier Cru Les Valozières,Premier Cru,Côte de Beaune
18,Aloxe-Corton Premier Cru Les Vercots,Premier Cru,Côte de Beaune
19,Alpes-de-Haute-Provence,IGP,Provence
20,Alpes-Maritimes,IGP,Provence
21,Alpilles,IGP,Provence
22,Alsace,Régionale,Alsace
23,Alsace Bergheim,Communale,Alsace
24,Alsace Blienschwiller,Communale,Alsace
25,Alsace Coteaux du Haut Koenigsbourg,Communale,Alsace
26,Alsace Côte de Rouffach,Communale,Alsace
27,Alsace Côtes de Barr,Communale,Alsace
28,Alsace Grand Cru Altenberg de Bergbieten,Grand Cru,Bas-Rhin
29,Alsace Grand Cru Altenberg de Bergheim,Grand Cru,Bas-Rhin
30,Alsace Grand Cru Altenberg de Wolxheim,Grand Cru,Bas-Rhin
31,Alsace Grand Cru Brand,Grand Cru,Bas-Rhin
32,Alsace Grand Cru Bruderthal,Grand Cru,Bas-Rhin
33,Alsace Grand Cru Eichberg,Grand Cru,Bas-Rhin
34,Alsace Grand Cru Engelberg,Grand Cru,Bas-Rhin
35,Alsace Grand Cru Florimont,Grand Cru,Bas-Rhin
36,Alsace Grand Cru Frankstein,Grand Cru,Bas-Rhin
37,Alsace Grand Cru Froehn,Grand Cru,Bas-Rhin
38,Alsace Grand Cru Furstentum,Grand Cru,Bas-Rhin
39,Alsace Grand Cru Geisberg,Grand Cru,Bas-Rhin
40,Alsace Grand Cru Gloeckelberg,Grand Cru,Bas-Rhin
41,Alsace Grand Cru Goldert,Grand Cru,Bas-Rhin
42,Alsace Grand Cru Hatschbourg,Grand Cru,Bas-Rhin
43,Alsace Grand Cru Hengst,Grand Cru,Bas-Rhin
44,Alsace Grand Cru Kaefferkopf,Grand Cru,Bas-Rhin
45,Alsace Grand Cru Kanzlerberg,Grand Cru,Bas-Rhin
46,Alsace Grand Cru Kastelberg,Grand Cru,Bas-Rhin
47,Alsace Grand Cru Kessler,Grand Cru,Bas-Rhin
48,Alsace Grand Cru Kirchberg de Barr,Grand Cru,Bas-Rhin
49,Alsace Grand Cru Kirchberg de Ribeauvillé,Grand Cru,Bas-Rhin
50,Alsace Grand Cru Kitterlé,Grand Cru,Bas-Rhin
51,Alsace Grand Cru Mambourg,Grand Cru,Bas-Rhin
52,Alsace Grand Cru Mandelberg,Grand Cru,Bas-Rhin
53,Alsace Grand Cru Marckrain,Grand Cru,Bas-Rhin
54,Alsace Grand Cru Moenchberg,Grand Cru,Bas-Rhin
55,Alsace Grand Cru Muenchberg,Grand Cru,Bas-Rhin
56,Alsace Grand Cru Ollwiller,Grand Cru,Bas-Rhin
57,Alsace Grand Cru Osterberg,Grand Cru,Bas-Rhin
58,Alsace Grand Cru Pfersigberg,Grand Cru,Bas-Rhin
59,Alsace Grand Cru Pfingstberg,Grand Cru,Bas-Rhin
60,Alsace Grand Cru Praelatenberg,Grand Cru,Bas-Rhin
61,Alsace Grand Cru Rangen,Grand Cru,Bas-Rhin
62,Alsace Grand Cru Rosacker,Grand Cru,Bas-Rhin
63,Alsace Grand Cru Saering,Grand Cru,Bas-Rhin
64,Alsace Grand Cru Schlossberg,Grand Cru,Bas-Rhin
65,Alsace Grand Cru Schoenenbourg,Grand Cru,Bas-Rhin
66,Alsace Grand Cru Sommerberg,Grand Cru,Bas-Rhin
67,Alsace Grand Cru Sonnenglanz,Grand Cru,Bas-Rhin
68,Alsace Grand Cru Spiegel,Grand Cru,Bas-Rhin
69,Alsace Grand Cru Sporen,Grand Cru,Bas-Rhin
70,Alsace Grand Cru Steinert,Grand Cru,Bas-Rhin
71,Alsace Grand Cru Steingrubler,Grand Cru,Bas-Rhin
72,Alsace Grand Cru Steinklotz,Grand Cru,Bas-Rhin
73,Alsace Grand Cru Vorbourg,Grand Cru,Bas-Rhin
74,Alsace Grand Cru Wiebelsberg,Grand Cru,Bas-Rhin
75,Alsace Grand Cru Wineck-Schlossberg,Grand Cru,Bas-Rhin
76,Alsace Grand Cru Winzenberg,Grand Cru,Bas-Rhin
77,Alsace Grand Cru Zinnkoepflé,Grand Cru,Bas-Rhin
78,Alsace Grand Cru Zotzenberg,Grand Cru,Bas-Rhin
79,Alsace Klevener de Heiligenstein,Communale,Alsace
80,Alsace Ottrott,Communale,Alsace
81,Alsace Rodern,Communale,Alsace
82,Alsace Saint-Hippolyte,Communale,Alsace
83,Alsace Scherwiller,Communale,Alsace
84,Alsace Vallée Noble,Communale,Alsace
85,Alsace Val Saint Grégoire,Communale,Alsace
86,Alsace Wolxheim,Communale,Alsace
87,Anjou,Communale,Anjou-Saumur
88,Anjou-Coteaux de la Loire,Régionale,Anjou-Saumur
89,Anjou Villages,Communale,Anjou-Saumur
90,Anjou Villages Brissac,Communale,Anjou-Saumur
91,Arbois,Communale,Jura
92,Arbois Pupillin,Communale,Jura
93,Ardèche,IGP,Septentrional
94,Ardèche Coteaux de l'Ardèche,IGP,Septentrional
95,Ariège,IGP,Sud-Ouest
96,Ariège Coteaux de la Lèze,IGP,Sud-Ouest
97,Ariège Coteaux du Plantaurel,IGP,Sud-Ouest
98,Atlantique,IGP,France
99,Aude,IGP,Languedoc
100,Aude Coteaux de la Cabrerisse,IGP,Languedoc
101,Aude Coteaux de Miramont,IGP,Languedoc
102,Aude Côtes de Lastours,IGP,Languedoc
103,Aude Côtes de Prouilhe,IGP,Languedoc
104,Aude Hauterive,IGP,Languedoc
105,Aude La côte rêvée,IGP,Languedoc
106,Aude Pays de Cucugnan,IGP,Languedoc
107,Aude Val de Cesse,IGP,Languedoc
108,Aude Val de Dagne,IGP,Languedoc
109,Auxey-Duresses,Communale,Côte de Beaune
110,Auxey-Duresses Premier Cru,Groupe de Premiers Crus,Côte de Beaune
111,Auxey-Duresses Premier Cru Bas des Duresses,Premier Cru,Côte de Beaune
112,Auxey-Duresses Premier Cru Climat du Val,Premier Cru,Côte de Beaune
113,Auxey-Duresses Premier Cru Clos du Val,Premier Cru,Côte de Beaune
114,Auxey-Duresses Premier Cru La Chapelle,Premier Cru,Côte de Beaune
115,Auxey-Duresses Premier Cru Les Bréterins,Premier Cru,Côte de Beaune
116,Auxey-Duresses Premier Cru Les Duresses,Premier Cru,Côte de Beaune
117,Auxey-Duresses Premier Cru Les Ecussaux,Premier Cru,Côte de Beaune
118,Auxey-Duresses Premier Cru Les Grands Champs,Premier Cru,Côte de Beaune
119,Auxey-Duresses Premier Cru Reugne,Premier Cru,Côte de Beaune
120,Aveyron,IGP,Aveyron
121,Bandol,Communale,Provence
122,Banyuls,Communale,Roussillon
123,Banyuls Grand Cru,Grand Cru,Roussillon
124,Barsac,Communale,Sauternais
125,Bâtard-Montrachet,Grand Cru,Côte de Beaune
126,Béarn,Communale,Piémont Pyrénéen
127,Beaujolais,Régionale,Beaujolais
128,Beaujolais Beaujeu,Communale,Beaujolais
129,Beaujolais Blacé,Communale,Beaujolais
130,Beaujolais Cercié,Communale,Beaujolais
131,Beaujolais Chânes,Communale,Beaujolais
132,Beaujolais Charentay,Communale,Beaujolais
133,Beaujolais Denicé,Communale,Beaujolais
134,Beaujolais Emeringes,Communale,Beaujolais
135,Beaujolais Jullié,Communale,Beaujolais
136,Beaujolais La Chapelle-de-Guinchay,Communale,Beaujolais
137,Beaujolais Lancié,Communale,Beaujolais
138,Beaujolais Lantignié,Communale,Beaujolais
139,Beaujolais Le Perréon,Communale,Beaujolais
140,Beaujolais Les Ardillats,Communale,Beaujolais
141,Beaujolais Leynes,Communale,Beaujolais
142,Beaujolais Marchampt,Communale,Beaujolais
143,Beaujolais Montmelas-Saint-Sorlin,Communale,Beaujolais
144,Beaujolais Odenas,Communale,Beaujolais
145,Beaujolais Pruzilly,Communale,Beaujolais
146,Beaujolais Quincié-en-Beaujolais,Communale,Beaujolais
147,Beaujolais Rivolet,Communale,Beaujolais
148,Beaujolais Romanèche-Thorins,Communale,Beaujolais
149,Beaujolais Saint-Didier-sur-Beaujeu,Communale,Beaujolais
150,Beaujolais Saint-Etienne-des-Oullières,Communale,Beaujolais
151,Beaujolais Saint-Etienne-la-Varenne,Communale,Beaujolais
152,Beaujolais Saint-Julien,Communale,Beaujolais
153,Beaujolais Saint-Lager,Communale,Beaujolais
154,Beaujolais Saint-Symphorien-d'Ancelles,Communale,Beaujolais
155,Beaujolais Salles-Arbuissonnas-en-Beaujolais,Communale,Beaujolais
156,Beaujolais Vaux-en-Beaujolais,Communale,Beaujolais
157,Beaujolais Vauxrenard,Communale,Beaujolais
158,Beaujolais Villages,Régionale,Beaujolais
159,Beaumes de Venise,Communale,Méridional
160,Beaune,Communale,Côte de Beaune
161,Beaune Premier Cru,Groupe de Premiers Crus,Côte de Beaune
162,Beaune Premier Cru A l'Ecu,Premier Cru,Côte de Beaune
163,Beaune Premier Cru Aux Coucherias,Premier Cru,Côte de Beaune
164,Beaune Premier Cru Aux Cras,Premier Cru,Côte de Beaune
165,Beaune Premier Cru Belissand,Premier Cru,Côte de Beaune
166,Beaune Premier Cru Blanches Fleurs,Premier Cru,Côte de Beaune
167,Beaune Premier Cru Champs Pimont,Premier Cru,Côte de Beaune
168,Beaune Premier Cru Clos de la Feguine,Premier Cru,Côte de Beaune
169,Beaune Premier Cru Clos de la Mousse,Premier Cru,Côte de Beaune
170,Beaune Premier Cru Clos de l'Ecu,Premier Cru,Côte de Beaune
171,Beaune Premier Cru Clos des Avaux,Premier Cru,Côte de Beaune
172,Beaune Premier Cru Clos des Ursules,Premier Cru,Côte de Beaune
173,Beaune Premier Cru Clos du roi,Premier Cru,Côte de Beaune
174,Beaune Premier Cru Clos Saint-Landry,Premier Cru,Côte de Beaune
175,Beaune Premier Cru En Genêt,Premier Cru,Côte de Beaune
176,Beaune Premier Cru En l'Orme,Premier Cru,Côte de Beaune
177,Beaune Premier Cru La Mignotte,Premier Cru,Côte de Beaune
178,Beaune Premier Cru Le Bas des Teurons,Premier Cru,Côte de Beaune
179,Beaune Premier Cru Le Clos des Mouches,Premier Cru,Côte de Beaune
180,Beaune Premier Cru Les Aigrots,Premier Cru,Côte de Beaune
181,Beaune Premier Cru Les Avaux,Premier Cru,Côte de Beaune
182,Beaune Premier Cru Les Boucherottes,Premier Cru,Côte de Beaune
183,Beaune Premier Cru Les Bressandes,Premier Cru,Côte de Beaune
184,Beaune Premier Cru Les Cents Vignes,Premier Cru,Côte de Beaune
185,Beaune Premier Cru Les Chouacheux,Premier Cru,Côte de Beaune
186,Beaune Premier Cru Les Epenotes,Premier Cru,Côte de Beaune
187,Beaune Premier Cru Les Fèves,Premier Cru,Côte de Beaune
188,Beaune Premier Cru Les Grèves,Premier Cru,Côte de Beaune
189,Beaune Premier Cru Les Marconnets,Premier Cru,Côte de Beaune
190,Beaune Premier Cru Les Montrevenots,Premier Cru,Côte de Beaune
191,Beaune Premier Cru Les Perrières,Premier Cru,Côte de Beaune
192,Beaune Premier Cru Les Reversés,Premier Cru,Côte de Beaune
193,Beaune Premier Cru Les Sceaux,Premier Cru,Côte de Beaune
194,Beaune Premier Cru Les Seurey,Premier Cru,Côte de Beaune
195,Beaune Premier Cru Les Sizies,Premier Cru,Côte de Beaune
196,Beaune Premier Cru Les Teurons,Premier Cru,Côte de Beaune
197,Beaune Premier Cru Les Toussaints,Premier Cru,Côte de Beaune
198,Beaune Premier Cru Les Tuvilains,Premier Cru,Côte de Beaune
199,Beaune Premier Cru Les Vignes Franches,Premier Cru,Côte de Beaune
200,Beaune Premier Cru Montée Rouge,Premier Cru,Côte de Beaune
201,Beaune Premier Cru Pertuisots,Premier Cru,Côte de Beaune
202,Beaune Premier Cru Sur les Grèves,Premier Cru,Côte de Beaune
203,Beaune premier cru Sur les Grèves - Clos Saint-Anne,Premier Cru,Côte de Beaune
204,Bellet,Communale,Provence
205,Bergerac,Communale,Bergerac
206,Bienvenues-Bâtard-Montrachet,Grand Cru,Côte de Beaune
207,Blagny,Communale,Côte de Beaune
208,Blagny Premier Cru,Groupe de Premiers Crus,Côte de Beaune
209,Blagny Premier Cru Hameau de Blagny,Premier Cru,Côte de Beaune
210,Blagny Premier Cru La Garenne ou sur la Garenne,Premier Cru,Côte de Beaune
211,Blagny Premier Cru La Jeunellotte,Premier Cru,Côte de Beaune
212,Blagny Premier Cru La Pièce sous le Bois,Premier Cru,Côte de Beaune
213,Blagny Premier Cru Sous Blagny,Premier Cru,Côte de Beaune
214,Blagny Premier Cru Sous le Dos d'Ane,Premier Cru,Côte de Beaune
215,Blagny Premier Cru Sous le Puits,Premier Cru,Côte de Beaune
216,Blaye,Communale,Blaye - Bourg
217,Bonnes-Mares,Grand Cru,Côte de Nuits
218,Bonnezeaux,Communale,Anjou-Saumur
219,Bordeaux,Régionale,Bordeaux
220,Bordeaux Haut-Benauge,Régionale,Bordeaux
221,Bordeaux supérieur,Régionale,Bordeaux
222,Bouches-du-Rhône,IGP,Provence
223,Bouches-du-Rhône Terre de Camargue,IGP,Provence
224,Bourgogne,Régionale,Bourgogne
225,Bourgogne aligoté,Régionale,Bourgogne
226,Bourgogne Chitry,Régionale,Bourgogne
227,Bourgogne Côte Chalonnaise,Régionale,Bourgogne
228,Bourgogne Côte d'Or,Régionale,Bourgogne
229,Bourgogne Côte Saint-Jacques,Régionale,Bourgogne
230,Bourgogne Côtes d'Auxerre,Régionale,Bourgogne
231,Bourgogne Côtes du Couchois,Régionale,Bourgogne
232,Bourgogne Coulanges-la-Vineuse,Régionale,Bourgogne
233,Bourgogne Epineuil,Régionale,Bourgogne
234,Bourgogne Hautes Côtes de Beaune,Régionale,Bourgogne
235,Bourgogne Hautes Côtes de Nuits,Régionale,Bourgogne
236,Bourgogne La Chapelle Notre-Dame,Régionale,Bourgogne
237,Bourgogne Le Chapitre,Régionale,Bourgogne
238,Bourgogne Montrecul ou Montre-Cul ou En Montre-Cul,Régionale,Bourgogne
239,Bourgogne mousseux,Régionale,Bourgogne
240,Bourgogne Passe-tout-grains,Régionale,Bourgogne
241,Bourgogne Tonnerre,Régionale,Bourgogne
242,Bourgogne Vézelay,Communale,Bourgogne
243,Bourgueil,Communale,Touraine
244,Bouzeron,Communale,Côte chalonnaise
245,Brouilly,Premier Cru,Crus du Beaujolais
246,Brulhois,Communale,Agen
247,Bugey,Régionale,Bugey
248,Bugey Cerdon,Communale,Bugey
249,Bugey Manicle,Communale,Bugey
250,Bugey Montagnieu,Communale,Bugey
251,Buzet,Communale,Agen
252,Cabardès,Communale,Languedoc
253,Cabernet d'Anjou,Régionale,Anjou-Saumur
254,Cadillac,Régionale,Entre-Deux-Mers
255,Cahors,Communale,Cahors
256,Cairanne,Communale,Méridional
257,Calvados,IGP,France
258,Calvados Grisy,IGP,France
259,Canon Fronsac,Communale,Libournais
260,Cassis,Communale,Provence
261,Cérons,Communale,Graves
262,Cévennes,IGP,Languedoc
263,Chablis,Communale,Chablisien
264,Chablis Grand Cru,Groupe de Grands Crus,Chablisien
265,Chablis Grand Cru Blanchot,Grand Cru,Chablisien
266,Chablis Grand Cru Bougros,Grand Cru,Chablisien
267,Chablis Grand Cru Grenouilles,Grand Cru,Chablisien
268,Chablis Grand Cru Les Clos,Grand Cru,Chablisien
269,Chablis Grand Cru Preuses,Grand Cru,Chablisien
270,Chablis Grand Cru Valmur,Grand Cru,Chablisien
271,Chablis Grand Cru Vaudésir,Grand Cru,Chablisien
272,Chablis Premier Cru,Groupe de Premiers Crus,Chablisien
273,Chablis Premier Cru Beauroy,Premier Cru,Chablisien
274,Chablis Premier Cru Berdiot,Premier Cru,Chablisien
275,Chablis Premier Cru Beugnons,Premier Cru,Chablisien
276,Chablis Premier Cru Butteaux,Premier Cru,Chablisien
277,Chablis Premier Cru Chapelot,Premier Cru,Chablisien
278,Chablis Premier Cru Chatains,Premier Cru,Chablisien
279,Chablis Premier Cru Chaume de Talvat,Premier Cru,Chablisien
280,Chablis Premier Cru Côte de Bréchain,Premier Cru,Chablisien
281,Chablis Premier Cru Côte de Cuisy,Premier Cru,Chablisien
282,Chablis Premier Cru Côte de Fontenay,Premier Cru,Chablisien
283,Chablis Premier Cru Côte de Jouan,Premier Cru,Chablisien
284,Chablis Premier Cru Côte de Léchet,Premier Cru,Chablisien
285,Chablis Premier Cru Côte de Savant,Premier Cru,Chablisien
286,Chablis Premier Cru Côte des Prés-Girots,Premier Cru,Chablisien
287,Chablis Premier Cru Côte de Vaubarousse,Premier Cru,Chablisien
288,Chablis Premier Cru Forêts,Premier Cru,Chablisien
289,Chablis Premier Cru Fourchaume,Premier Cru,Chablisien
290,Chablis Premier Cru Les Beauregards,Premier Cru,Chablisien
291,Chablis Premier Cru Les Epinottes,Premier Cru,Chablisien
292,Chablis Premier Cru Les Fourneaux,Premier Cru,Chablisien
293,Chablis Premier Cru Les Lys,Premier Cru,Chablisien
294,Chablis Premier Cru L'Homme Mort,Premier Cru,Chablisien
295,Chablis Premier Cru Mélinots,Premier Cru,Chablisien
296,Chablis Premier Cru Mont de Milieu,Premier Cru,Chablisien
297,Chablis Premier Cru Montée de Tonnerre,Premier Cru,Chablisien
298,Chablis Premier Cru Montmains,Premier Cru,Chablisien
299,Chablis Premier Cru Morein,Premier Cru,Chablisien
300,Chablis Premier Cru Pied d'Aloup,Premier Cru,Chablisien
301,Chablis Premier Cru Roncières,Premier Cru,Chablisien
302,Chablis Premier Cru Sécher,Premier Cru,Chablisien
303,Chablis Premier Cru Troesmes,Premier Cru,Chablisien
304,Chablis Premier Cru Vaillons,Premier Cru,Chablisien
305,Chablis Premier Cru Vaucoupin,Premier Cru,Chablisien
306,Chablis Premier Cru Vau de Vey,Premier Cru,Chablisien
307,Chablis Premier Cru Vaugiraut,Premier Cru,Chablisien
308,Chablis Premier Cru Vau Ligneau,Premier Cru,Chablisien
309,Chablis Premier Cru Vaulorent,Premier Cru,Chablisien
310,Chablis Premier Cru Vaupulent,Premier Cru,Chablisien
311,Chablis Premier Cru Vaux Ragons,Premier Cru,Chablisien
312,Chablis Premier Cru Vosgros,Premier Cru,Chablisien
313,Chambertin Grand Cru,Grand Cru,Côte de Nuits
314,Chambertin-Clos de Bèze Grand Cru,Grand Cru,Côte de Nuits
317,Chambolle-Musigny,Communale,Côte de Nuits
318,Chambolle-Musigny Premier Cru Aux Beaux Bruns,Premier Cru,Côte de Nuits
319,Chambolle-Musigny Premier Cru Aux Combottes,Premier Cru,Côte de Nuits
320,Chambolle-Musigny Premier Cru Aux Echanges,Premier Cru,Côte de Nuits
321,Chambolle-Musigny Premier Cru Derrière la Grange,Premier Cru,Côte de Nuits
322,Chambolle-Musigny Premier Cru La Combe d'Orveau,Premier Cru,Côte de Nuits
323,Chambolle-Musigny Premier Cru Les Amoureuses,Premier Cru,Côte de Nuits
324,Chambolle-Musigny Premier Cru Les Baudes,Premier Cru,Côte de Nuits
325,Chambolle-Musigny Premier Cru Les Borniques,Premier Cru,Côte de Nuits
326,Chambolle-Musigny Premier Cru Les Carrières,Premier Cru,Côte de Nuits
327,Chambolle-Musigny Premier Cru Les Chabiots,Premier Cru,Côte de Nuits
328,Chambolle-Musigny Premier Cru Les Charmes,Premier Cru,Côte de Nuits
329,Chambolle-Musigny Premier Cru Les Chatelots,Premier Cru,Côte de Nuits
330,Chambolle-Musigny Premier Cru Les Combottes,Premier Cru,Côte de Nuits
331,Chambolle-Musigny Premier Cru Les Cras,Premier Cru,Côte de Nuits
332,Chambolle-Musigny Premier Cru Les Feusselottes ou Les Feusselotes,Premier Cru,Côte de Nuits
334,Chambolle-Musigny Premier Cru Les Fuées,Premier Cru,Côte de Nuits
335,Chambolle-Musigny Premier Cru Les Groseilles,Premier Cru,Côte de Nuits
336,Chambolle-Musigny Premier Cru Les Gruenchers,Premier Cru,Côte de Nuits
337,Chambolle-Musigny Premier Cru Les Hauts Doix,Premier Cru,Côte de Nuits
338,Chambolle-Musigny Premier Cru Les Lavrottes,Premier Cru,Côte de Nuits
339,Chambolle-Musigny Premier Cru Les noirots,Premier Cru,Côte de Nuits
340,Chambolle-Musigny Premier Cru Les Plantes,Premier Cru,Côte de Nuits
341,Chambolle-Musigny Premier Cru Les Sentiers,Premier Cru,Côte de Nuits
342,Chambolle-Musigny Premier Cru Les Véroilles,Premier Cru,Côte de Nuits
343,Chambolle-Musigny Premier Cru,Groupe de Premiers Crus,Côte de Nuits
344,Chambolle-Musigny Aux Beaux Bruns,Premier Cru,Côte de Nuits
345,Chambolle-Musigny Aux Combottes,Premier Cru,Côte de Nuits
367,Chambolle-Musigny Les Véroilles,Premier Cru,Côte de Nuits
368,Champagne,Régionale,Champagne
369,Champagne Grand Cru,Groupe de Grands Crus,Champagne
370,Champagne Premier Cru,Groupe de Premiers Crus,Champagne
371,Chapelle-Chambertin,Grand Cru,Côte de Nuits
372,Charentais,IGP,France
373,Charentais Charente,IGP,France
374,Charentais Charente-Maritime,IGP,France
375,Charentais Ile de Ré,IGP,France
376,Charentais Ile d'Oléron,IGP,France
377,Charentais Saint-Sornin,IGP,France
378,Charlemagne,Grand Cru,Côte de Beaune
379,Charmes-Chambertin ou Mazoyères-Chambertin,Grand Cru,Côte de Nuits
380,Chassagne-Montrachet,Communale,Côte de Beaune
382,Chassagne-Montrachet Premier Cru,Groupe de Premiers Crus,Côte de Beaune
383,Chassagne-Montrachet Premier Cru Abbaye de Morgeot,Premier Cru,Côte de Beaune
384,Chassagne-Montrachet Premier Cru Blanchot dessus,Premier Cru,Côte de Beaune
385,Chassagne-Montrachet Premier Cru Bois de Chassagne,Premier Cru,Côte de Beaune
386,Chassagne-Montrachet Premier Cru Cailleret,Premier Cru,Côte de Beaune
387,Chassagne-Montrachet Premier Cru Champs Jendreau,Premier Cru,Côte de Beaune
388,Chassagne-Montrachet Premier Cru Chassagne,Premier Cru,Côte de Beaune
389,Chassagne-Montrachet Premier Cru Chassagne du Clos Saint-Jean,Premier Cru,Côte de Beaune
390,Chassagne-Montrachet Premier Cru Clos Chareau,Premier Cru,Côte de Beaune
391,Chassagne-Montrachet Premier Cru Clos Pitois,Premier Cru,Côte de Beaune
392,Chassagne-Montrachet Premier Cru Clos Saint-Jean,Premier Cru,Côte de Beaune
393,Chassagne-Montrachet Premier Cru Dent de Chien,Premier Cru,Côte de Beaune
394,Chassagne-Montrachet Premier Cru En Cailleret,Premier Cru,Côte de Beaune
395,Chassagne-Montrachet Premier Cru En Remilly,Premier Cru,Côte de Beaune
396,Chassagne-Montrachet Premier Cru En Virondot,Premier Cru,Côte de Beaune
397,Chassagne-Montrachet Premier Cru Ez Crets,Premier Cru,Côte de Beaune
398,Chassagne-Montrachet Premier Cru Ez Crottes,Premier Cru,Côte de Beaune
399,Chassagne-Montrachet Premier Cru Francemont,Premier Cru,Côte de Beaune
400,Chassagne-Montrachet Premier Cru Guerchère,Premier Cru,Côte de Beaune
401,Chassagne-Montrachet Premier Cru La Boudriotte,Premier Cru,Côte de Beaune
402,Chassagne-Montrachet Premier Cru La Cardeuse,Premier Cru,Côte de Beaune
403,Chassagne-Montrachet Premier Cru La Chapelle,Premier Cru,Côte de Beaune
404,Chassagne-Montrachet Premier Cru La Grande Borne,Premier Cru,Côte de Beaune
405,Chassagne-Montrachet Premier Cru La Grande Montagne,Premier Cru,Côte de Beaune
406,Chassagne-Montrachet Premier Cru La Maltroie,Premier Cru,Côte de Beaune
407,Chassagne-Montrachet Premier Cru La Romanée,Premier Cru,Côte de Beaune
408,Chassagne-Montrachet Premier Cru La Roquemaure,Premier Cru,Côte de Beaune
409,Chassagne-Montrachet Premier Cru Les Baudines,Premier Cru,Côte de Beaune
410,Chassagne-Montrachet Premier Cru Les Boirettes,Premier Cru,Côte de Beaune
411,Chassagne-Montrachet Premier Cru Les Bondues,Premier Cru,Côte de Beaune
412,Chassagne-Montrachet Premier Cru Les Brussonnes,Premier Cru,Côte de Beaune
413,Chassagne-Montrachet Premier Cru Les Champs gain,Premier Cru,Côte de Beaune
414,Chassagne-Montrachet Premier Cru Les Chaumées,Premier Cru,Côte de Beaune
